"coordinates (lat,lon)",location_id (id),model (name),model elevation (surface),utc_offset (hrs),temperature (degC),datetime
"(25.8, 80.3)",M,era5,117.83,5.5,28.41,1969-07-27
"(25.8, 80.3)",M,era5,117.83,5.5,27.82,1969-07-28
"(25.8, 80.3)",M,era5,117.83,5.5,28.15,1969-07-29
"(25.8, 80.3)",M,era5,117.83,5.5,28.7,1969-07-30
"(25.8, 80.3)",M,era5,117.83,5.5,29.47,1969-07-31
"(25.8, 80.3)",M,era5,117.83,5.5,29.91,1969-08-01
"(25.8, 80.3)",M,era5,117.83,5.5,28.68,1969-08-02
"(25.8, 80.3)",M,era5,117.83,5.5,28.56,1969-08-03
"(25.8, 80.3)",M,era5,117.83,5.5,29.34,1969-08-04
"(25.8, 80.3)",M,era5,117.83,5.5,29.6,1969-08-05
"(25.8, 80.3)",M,era5,117.83,5.5,27.26,1969-08-06
"(25.8, 80.3)",M,era5,117.83,5.5,26.71,1969-08-07
"(25.8, 80.3)",M,era5,117.83,5.5,26.6,1969-08-08
"(25.8, 80.3)",M,era5,117.83,5.5,27.97,1969-08-09
"(25.8, 80.3)",M,era5,117.83,5.5,28.37,1969-08-10
"(25.8, 80.3)",M,era5,117.83,5.5,28.21,1969-08-11
"(25.8, 80.3)",M,era5,117.83,5.5,28.59,1969-08-12
"(25.8, 80.3)",M,era5,117.83,5.5,28.9,1969-08-13
"(25.8, 80.3)",M,era5,117.83,5.5,28.1,1969-08-14
"(25.8, 80.3)",M,era5,117.83,5.5,26.84,1969-08-15
"(25.8, 80.3)",M,era5,117.83,5.5,26.85,1969-08-16
"(25.8, 80.3)",M,era5,117.83,5.5,26.31,1969-08-17
"(25.8, 80.3)",M,era5,117.83,5.5,25.96,1969-08-18
"(25.8, 80.3)",M,era5,117.83,5.5,26.14,1969-08-19
"(25.8, 80.3)",M,era5,117.83,5.5,27.05,1969-08-20
"(25.8, 80.3)",M,era5,117.83,5.5,28.93,1969-08-21
"(25.8, 80.3)",M,era5,117.83,5.5,28.17,1969-08-22
"(25.8, 80.3)",M,era5,117.83,5.5,26.28,1969-08-23
"(25.8, 80.3)",M,era5,117.83,5.5,29.75,1969-08-24
"(25.8, 80.3)",M,era5,117.83,5.5,30.17,1969-08-25
"(25.8, 80.3)",M,era5,117.83,5.5,31.09,1969-08-26
"(25.8, 80.3)",M,era5,117.83,5.5,31.35,1969-08-27
"(25.8, 80.3)",M,era5,117.83,5.5,31.96,1969-08-28
"(25.8, 80.3)",M,era5,117.83,5.5,30.69,1969-08-29
"(25.8, 80.3)",M,era5,117.83,5.5,27.75,1969-08-30
"(25.8, 80.3)",M,era5,117.83,5.5,29.04,1969-08-31
"(25.8, 80.3)",M,era5,117.83,5.5,29.03,1969-09-01
"(25.8, 80.3)",M,era5,117.83,5.5,30.31,1969-09-02
"(25.8, 80.3)",M,era5,117.83,5.5,29.42,1969-09-03
"(25.8, 80.3)",M,era5,117.83,5.5,29.62,1969-09-04
"(25.8, 80.3)",M,era5,117.83,5.5,29.36,1969-09-05
"(25.8, 80.3)",M,era5,117.83,5.5,27.52,1969-09-06
"(25.8, 80.3)",M,era5,117.83,5.5,28.88,1969-09-07
"(25.8, 80.3)",M,era5,117.83,5.5,29.19,1969-09-08
"(25.8, 80.3)",M,era5,117.83,5.5,28.93,1969-09-09
"(25.8, 80.3)",M,era5,117.83,5.5,27.76,1969-09-10
"(25.8, 80.3)",M,era5,117.83,5.5,28.46,1969-09-11
"(25.8, 80.3)",M,era5,117.83,5.5,28.52,1969-09-12
"(25.8, 80.3)",M,era5,117.83,5.5,28.2,1969-09-13
"(25.8, 80.3)",M,era5,117.83,5.5,28.01,1969-09-14
"(25.8, 80.3)",M,era5,117.83,5.5,27.78,1969-09-15
"(25.8, 80.3)",M,era5,117.83,5.5,29.28,1969-09-16
"(25.8, 80.3)",M,era5,117.83,5.5,28.05,1969-09-17
"(25.8, 80.3)",M,era5,117.83,5.5,27.8,1969-09-18
"(25.8, 80.3)",M,era5,117.83,5.5,27.51,1969-09-19
"(25.8, 80.3)",M,era5,117.83,5.5,26.73,1969-09-20
"(25.8, 80.3)",M,era5,117.83,5.5,25.24,1969-09-21
"(25.8, 80.3)",M,era5,117.83,5.5,25.48,1969-09-22
"(25.8, 80.3)",M,era5,117.83,5.5,25.63,1969-09-23
"(25.8, 80.3)",M,era5,117.83,5.5,26.45,1969-09-24
"(25.8, 80.3)",M,era5,117.83,5.5,27.22,1969-09-25
"(25.8, 80.3)",M,era5,117.83,5.5,27.9,1969-09-26
"(25.8, 80.3)",M,era5,117.83,5.5,27.72,1969-09-27
"(25.8, 80.3)",M,era5,117.83,5.5,28.15,1969-09-28
"(25.8, 80.3)",M,era5,117.83,5.5,28.04,1969-09-29
"(25.8, 80.3)",M,era5,117.83,5.5,27.78,1969-09-30
"(25.8, 80.3)",M,era5,117.83,5.5,27.31,1969-10-01
"(25.8, 80.3)",M,era5,117.83,5.5,27.31,1969-10-02
"(25.8, 80.3)",M,era5,117.83,5.5,27.31,1969-10-03
"(25.8, 80.3)",M,era5,117.83,5.5,26.9,1969-10-04
"(25.8, 80.3)",M,era5,117.83,5.5,27.53,1969-10-05
"(25.8, 80.3)",M,era5,117.83,5.5,27.79,1969-10-06
"(25.8, 80.3)",M,era5,117.83,5.5,27.39,1969-10-07
"(25.8, 80.3)",M,era5,117.83,5.5,27.53,1969-10-08
"(25.8, 80.3)",M,era5,117.83,5.5,27.14,1969-10-09
"(25.8, 80.3)",M,era5,117.83,5.5,26.41,1969-10-10
"(25.8, 80.3)",M,era5,117.83,5.5,26.64,1969-10-11
"(25.8, 80.3)",M,era5,117.83,5.5,27.56,1969-10-12
"(25.8, 80.3)",M,era5,117.83,5.5,27.42,1969-10-13
"(25.8, 80.3)",M,era5,117.83,5.5,26.88,1969-10-14
"(25.8, 80.3)",M,era5,117.83,5.5,26.91,1969-10-15
"(25.8, 80.3)",M,era5,117.83,5.5,26.5,1969-10-16
"(25.8, 80.3)",M,era5,117.83,5.5,26.36,1969-10-17
"(25.8, 80.3)",M,era5,117.83,5.5,26.0,1969-10-18
"(25.8, 80.3)",M,era5,117.83,5.5,26.14,1969-10-19
"(25.8, 80.3)",M,era5,117.83,5.5,26.11,1969-10-20
"(25.8, 80.3)",M,era5,117.83,5.5,26.66,1969-10-21
"(25.8, 80.3)",M,era5,117.83,5.5,26.72,1969-10-22
"(25.8, 80.3)",M,era5,117.83,5.5,25.98,1969-10-23
"(25.8, 80.3)",M,era5,117.83,5.5,26.19,1969-10-24
"(25.8, 80.3)",M,era5,117.83,5.5,26.5,1969-10-25
"(25.8, 80.3)",M,era5,117.83,5.5,26.24,1969-10-26
"(25.8, 80.3)",M,era5,117.83,5.5,26.09,1969-10-27
"(25.8, 80.3)",M,era5,117.83,5.5,26.14,1969-10-28
"(25.8, 80.3)",M,era5,117.83,5.5,26.51,1969-10-29
"(25.8, 80.3)",M,era5,117.83,5.5,25.55,1969-10-30
"(25.8, 80.3)",M,era5,117.83,5.5,24.99,1969-10-31
"(25.8, 80.3)",M,era5,117.83,5.5,24.98,1969-11-01
"(25.8, 80.3)",M,era5,117.83,5.5,25.06,1969-11-02
"(25.8, 80.3)",M,era5,117.83,5.5,25.21,1969-11-03
"(25.8, 80.3)",M,era5,117.83,5.5,25.2,1969-11-04
"(25.8, 80.3)",M,era5,117.83,5.5,25.47,1969-11-05
"(25.8, 80.3)",M,era5,117.83,5.5,25.17,1969-11-06
"(25.8, 80.3)",M,era5,117.83,5.5,23.89,1969-11-07
"(25.8, 80.3)",M,era5,117.83,5.5,24.81,1969-11-08
"(25.8, 80.3)",M,era5,117.83,5.5,24.82,1969-11-09
"(25.8, 80.3)",M,era5,117.83,5.5,21.66,1969-11-10
"(25.8, 80.3)",M,era5,117.83,5.5,22.46,1969-11-11
"(25.8, 80.3)",M,era5,117.83,5.5,23.07,1969-11-12
"(25.8, 80.3)",M,era5,117.83,5.5,23.31,1969-11-13
"(25.8, 80.3)",M,era5,117.83,5.5,23.31,1969-11-14
"(25.8, 80.3)",M,era5,117.83,5.5,22.6,1969-11-15
"(25.8, 80.3)",M,era5,117.83,5.5,21.64,1969-11-16
"(25.8, 80.3)",M,era5,117.83,5.5,20.6,1969-11-17
"(25.8, 80.3)",M,era5,117.83,5.5,20.15,1969-11-18
"(25.8, 80.3)",M,era5,117.83,5.5,21.55,1969-11-19
"(25.8, 80.3)",M,era5,117.83,5.5,21.93,1969-11-20
"(25.8, 80.3)",M,era5,117.83,5.5,22.36,1969-11-21
"(25.8, 80.3)",M,era5,117.83,5.5,21.63,1969-11-22
"(25.8, 80.3)",M,era5,117.83,5.5,20.27,1969-11-23
"(25.8, 80.3)",M,era5,117.83,5.5,19.3,1969-11-24
"(25.8, 80.3)",M,era5,117.83,5.5,19.75,1969-11-25
"(25.8, 80.3)",M,era5,117.83,5.5,19.15,1969-11-26
"(25.8, 80.3)",M,era5,117.83,5.5,18.88,1969-11-27
"(25.8, 80.3)",M,era5,117.83,5.5,18.14,1969-11-28
"(25.8, 80.3)",M,era5,117.83,5.5,17.87,1969-11-29
"(25.8, 80.3)",M,era5,117.83,5.5,17.68,1969-11-30
"(25.8, 80.3)",M,era5,117.83,5.5,17.18,1969-12-01
"(25.8, 80.3)",M,era5,117.83,5.5,16.21,1969-12-02
"(25.8, 80.3)",M,era5,117.83,5.5,16.3,1969-12-03
"(25.8, 80.3)",M,era5,117.83,5.5,16.9,1969-12-04
"(25.8, 80.3)",M,era5,117.83,5.5,16.84,1969-12-05
"(25.8, 80.3)",M,era5,117.83,5.5,17.36,1969-12-06
"(25.8, 80.3)",M,era5,117.83,5.5,17.29,1969-12-07
"(25.8, 80.3)",M,era5,117.83,5.5,19.01,1969-12-08
"(25.8, 80.3)",M,era5,117.83,5.5,18.38,1969-12-09
"(25.8, 80.3)",M,era5,117.83,5.5,17.16,1969-12-10
"(25.8, 80.3)",M,era5,117.83,5.5,17.17,1969-12-11
"(25.8, 80.3)",M,era5,117.83,5.5,17.76,1969-12-12
"(25.8, 80.3)",M,era5,117.83,5.5,16.52,1969-12-13
"(25.8, 80.3)",M,era5,117.83,5.5,14.75,1969-12-14
"(25.8, 80.3)",M,era5,117.83,5.5,15.65,1969-12-15
"(25.8, 80.3)",M,era5,117.83,5.5,15.29,1969-12-16
"(25.8, 80.3)",M,era5,117.83,5.5,14.68,1969-12-17
"(25.8, 80.3)",M,era5,117.83,5.5,15.27,1969-12-18
"(25.8, 80.3)",M,era5,117.83,5.5,16.74,1969-12-19
"(25.8, 80.3)",M,era5,117.83,5.5,16.21,1969-12-20
"(25.8, 80.3)",M,era5,117.83,5.5,16.2,1969-12-21
"(25.8, 80.3)",M,era5,117.83,5.5,15.92,1969-12-22
"(25.8, 80.3)",M,era5,117.83,5.5,14.93,1969-12-23
"(25.8, 80.3)",M,era5,117.83,5.5,14.17,1969-12-24
"(25.8, 80.3)",M,era5,117.83,5.5,13.93,1969-12-25
"(25.8, 80.3)",M,era5,117.83,5.5,13.98,1969-12-26
"(25.8, 80.3)",M,era5,117.83,5.5,15.27,1969-12-27
"(25.8, 80.3)",M,era5,117.83,5.5,14.53,1969-12-28
"(25.8, 80.3)",M,era5,117.83,5.5,15.26,1969-12-29
"(25.8, 80.3)",M,era5,117.83,5.5,15.49,1969-12-30
"(25.8, 80.3)",M,era5,117.83,5.5,15.91,1969-12-31
"(30.2, -97.7)",A,era5,200.2,-6.0,20.61,1965-01-01
"(30.2, -97.7)",A,era5,200.2,-6.0,19.99,1965-01-02
"(30.2, -97.7)",A,era5,200.2,-6.0,10.75,1965-01-03
"(30.2, -97.7)",A,era5,200.2,-6.0,10.6,1965-01-04
"(30.2, -97.7)",A,era5,200.2,-6.0,11.83,1965-01-05
"(30.2, -97.7)",A,era5,200.2,-6.0,16.98,1965-01-06
"(30.2, -97.7)",A,era5,200.2,-6.0,19.47,1965-01-07
"(30.2, -97.7)",A,era5,200.2,-6.0,20.28,1965-01-08
"(30.2, -97.7)",A,era5,200.2,-6.0,14.87,1965-01-09
"(30.2, -97.7)",A,era5,200.2,-6.0,3.73,1965-01-10
"(30.2, -97.7)",A,era5,200.2,-6.0,3.36,1965-01-11
"(30.2, -97.7)",A,era5,200.2,-6.0,6.23,1965-01-12
"(30.2, -97.7)",A,era5,200.2,-6.0,12.66,1965-01-13
"(30.2, -97.7)",A,era5,200.2,-6.0,10.57,1965-01-14
"(30.2, -97.7)",A,era5,200.2,-6.0,11.71,1965-01-15
"(30.2, -97.7)",A,era5,200.2,-6.0,7.22,1965-01-16
"(30.2, -97.7)",A,era5,200.2,-6.0,1.94,1965-01-17
"(30.2, -97.7)",A,era5,200.2,-6.0,8.3,1965-01-18
"(30.2, -97.7)",A,era5,200.2,-6.0,8.32,1965-01-19
"(30.2, -97.7)",A,era5,200.2,-6.0,13.01,1965-01-20
"(30.2, -97.7)",A,era5,200.2,-6.0,15.41,1965-01-21
"(30.2, -97.7)",A,era5,200.2,-6.0,17.21,1965-01-22
"(30.2, -97.7)",A,era5,200.2,-6.0,14.45,1965-01-23
"(30.2, -97.7)",A,era5,200.2,-6.0,9.07,1965-01-24
"(30.2, -97.7)",A,era5,200.2,-6.0,14.07,1965-01-25
"(30.2, -97.7)",A,era5,200.2,-6.0,13.58,1965-01-26
"(30.2, -97.7)",A,era5,200.2,-6.0,7.03,1965-01-27
"(30.2, -97.7)",A,era5,200.2,-6.0,9.41,1965-01-28
"(30.2, -97.7)",A,era5,200.2,-6.0,12.36,1965-01-29
"(30.2, -97.7)",A,era5,200.2,-6.0,12.82,1965-01-30
"(30.2, -97.7)",A,era5,200.2,-6.0,5.77,1965-01-31
"(30.2, -97.7)",A,era5,200.2,-6.0,10.66,1965-02-01
"(30.2, -97.7)",A,era5,200.2,-6.0,3.59,1965-02-02
"(30.2, -97.7)",A,era5,200.2,-6.0,6.01,1965-02-03
"(30.2, -97.7)",A,era5,200.2,-6.0,7.33,1965-02-04
"(30.2, -97.7)",A,era5,200.2,-6.0,6.96,1965-02-05
"(30.2, -97.7)",A,era5,200.2,-6.0,11.1,1965-02-06
"(30.2, -97.7)",A,era5,200.2,-6.0,13.89,1965-02-07
"(30.2, -97.7)",A,era5,200.2,-6.0,15.78,1965-02-08
"(30.2, -97.7)",A,era5,200.2,-6.0,11.12,1965-02-09
"(30.2, -97.7)",A,era5,200.2,-6.0,11.09,1965-02-10
"(30.2, -97.7)",A,era5,200.2,-6.0,15.94,1965-02-11
"(30.2, -97.7)",A,era5,200.2,-6.0,5.71,1965-02-12
"(30.2, -97.7)",A,era5,200.2,-6.0,3.17,1965-02-13
"(30.2, -97.7)",A,era5,200.2,-6.0,3.92,1965-02-14
"(30.2, -97.7)",A,era5,200.2,-6.0,5.97,1965-02-15
"(30.2, -97.7)",A,era5,200.2,-6.0,9.03,1965-02-16
"(30.2, -97.7)",A,era5,200.2,-6.0,7.75,1965-02-17
"(30.2, -97.7)",A,era5,200.2,-6.0,10.16,1965-02-18
"(30.2, -97.7)",A,era5,200.2,-6.0,11.41,1965-02-19
"(30.2, -97.7)",A,era5,200.2,-6.0,12.16,1965-02-20
"(30.2, -97.7)",A,era5,200.2,-6.0,13.08,1965-02-21
"(30.2, -97.7)",A,era5,200.2,-6.0,8.56,1965-02-22
"(30.2, -97.7)",A,era5,200.2,-6.0,15.32,1965-02-23
"(30.2, -97.7)",A,era5,200.2,-6.0,1.74,1965-02-24
"(30.2, -97.7)",A,era5,200.2,-6.0,5.86,1965-02-25
"(30.2, -97.7)",A,era5,200.2,-6.0,9.58,1965-02-26
"(30.2, -97.7)",A,era5,200.2,-6.0,13.38,1965-02-27
"(30.2, -97.7)",A,era5,200.2,-6.0,17.49,1965-02-28
"(30.2, -97.7)",A,era5,200.2,-6.0,15.29,1965-03-01
"(30.2, -97.7)",A,era5,200.2,-6.0,5.12,1965-03-02
"(30.2, -97.7)",A,era5,200.2,-6.0,3.97,1965-03-03
"(30.2, -97.7)",A,era5,200.2,-6.0,3.66,1965-03-04
"(30.2, -97.7)",A,era5,200.2,-6.0,8.1,1965-03-05
"(30.2, -97.7)",A,era5,200.2,-6.0,10.24,1965-03-06
"(30.2, -97.7)",A,era5,200.2,-6.0,9.47,1965-03-07
"(30.2, -97.7)",A,era5,200.2,-6.0,9.4,1965-03-08
"(30.2, -97.7)",A,era5,200.2,-6.0,14.7,1965-03-09
"(30.2, -97.7)",A,era5,200.2,-6.0,19.6,1965-03-10
"(30.2, -97.7)",A,era5,200.2,-6.0,16.54,1965-03-11
"(30.2, -97.7)",A,era5,200.2,-6.0,18.91,1965-03-12
"(30.2, -97.7)",A,era5,200.2,-6.0,12.95,1965-03-13
"(30.2, -97.7)",A,era5,200.2,-6.0,14.15,1965-03-14
"(30.2, -97.7)",A,era5,200.2,-6.0,18.55,1965-03-15
"(30.2, -97.7)",A,era5,200.2,-6.0,19.74,1965-03-16
"(30.2, -97.7)",A,era5,200.2,-6.0,19.42,1965-03-17
"(30.2, -97.7)",A,era5,200.2,-6.0,9.55,1965-03-18
"(30.2, -97.7)",A,era5,200.2,-6.0,2.17,1965-03-19
"(30.2, -97.7)",A,era5,200.2,-6.0,0.95,1965-03-20
"(30.2, -97.7)",A,era5,200.2,-6.0,5.38,1965-03-21
"(30.2, -97.7)",A,era5,200.2,-6.0,14.22,1965-03-22
"(30.2, -97.7)",A,era5,200.2,-6.0,19.63,1965-03-23
"(30.2, -97.7)",A,era5,200.2,-6.0,13.02,1965-03-24
"(30.2, -97.7)",A,era5,200.2,-6.0,5.51,1965-03-25
"(30.2, -97.7)",A,era5,200.2,-6.0,5.4,1965-03-26
"(30.2, -97.7)",A,era5,200.2,-6.0,8.16,1965-03-27
"(30.2, -97.7)",A,era5,200.2,-6.0,15.92,1965-03-28
"(30.2, -97.7)",A,era5,200.2,-6.0,20.88,1965-03-29
"(30.2, -97.7)",A,era5,200.2,-6.0,13.54,1965-03-30
"(30.2, -97.7)",A,era5,200.2,-6.0,12.37,1965-03-31
"(30.2, -97.7)",A,era5,200.2,-6.0,16.25,1965-04-01
"(30.2, -97.7)",A,era5,200.2,-6.0,20.8,1965-04-02
"(30.2, -97.7)",A,era5,200.2,-6.0,23.05,1965-04-03
"(30.2, -97.7)",A,era5,200.2,-6.0,23.19,1965-04-04
"(30.2, -97.7)",A,era5,200.2,-6.0,23.39,1965-04-05
"(30.2, -97.7)",A,era5,200.2,-6.0,22.21,1965-04-06
"(30.2, -97.7)",A,era5,200.2,-6.0,22.94,1965-04-07
"(30.2, -97.7)",A,era5,200.2,-6.0,23.35,1965-04-08
"(30.2, -97.7)",A,era5,200.2,-6.0,22.84,1965-04-09
"(30.2, -97.7)",A,era5,200.2,-6.0,23.56,1965-04-10
"(30.2, -97.7)",A,era5,200.2,-6.0,23.39,1965-04-11
"(30.2, -97.7)",A,era5,200.2,-6.0,23.04,1965-04-12
"(30.2, -97.7)",A,era5,200.2,-6.0,23.46,1965-04-13
"(30.2, -97.7)",A,era5,200.2,-6.0,24.04,1965-04-14
"(30.2, -97.7)",A,era5,200.2,-6.0,22.96,1965-04-15
"(30.2, -97.7)",A,era5,200.2,-6.0,17.87,1965-04-16
"(30.2, -97.7)",A,era5,200.2,-6.0,18.41,1965-04-17
"(30.2, -97.7)",A,era5,200.2,-6.0,23.44,1965-04-18
"(30.2, -97.7)",A,era5,200.2,-6.0,23.28,1965-04-19
"(30.2, -97.7)",A,era5,200.2,-6.0,21.75,1965-04-20
"(30.2, -97.7)",A,era5,200.2,-6.0,22.04,1965-04-21
"(30.2, -97.7)",A,era5,200.2,-6.0,21.5,1965-04-22
"(30.2, -97.7)",A,era5,200.2,-6.0,22.34,1965-04-23
"(30.2, -97.7)",A,era5,200.2,-6.0,22.78,1965-04-24
"(30.2, -97.7)",A,era5,200.2,-6.0,23.15,1965-04-25
"(30.2, -97.7)",A,era5,200.2,-6.0,20.86,1965-04-26
"(30.2, -97.7)",A,era5,200.2,-6.0,17.34,1965-04-27
"(30.2, -97.7)",A,era5,200.2,-6.0,16.66,1965-04-28
"(30.2, -97.7)",A,era5,200.2,-6.0,16.52,1965-04-29
"(30.2, -97.7)",A,era5,200.2,-6.0,17.17,1965-04-30
"(30.2, -97.7)",A,era5,200.2,-6.0,18.92,1965-05-01
"(30.2, -97.7)",A,era5,200.2,-6.0,20.51,1965-05-02
"(30.2, -97.7)",A,era5,200.2,-6.0,22.23,1965-05-03
"(30.2, -97.7)",A,era5,200.2,-6.0,23.74,1965-05-04
"(30.2, -97.7)",A,era5,200.2,-6.0,23.37,1965-05-05
"(30.2, -97.7)",A,era5,200.2,-6.0,23.83,1965-05-06
"(30.2, -97.7)",A,era5,200.2,-6.0,24.61,1965-05-07
"(30.2, -97.7)",A,era5,200.2,-6.0,24.79,1965-05-08
"(30.2, -97.7)",A,era5,200.2,-6.0,24.47,1965-05-09
"(30.2, -97.7)",A,era5,200.2,-6.0,24.67,1965-05-10
"(30.2, -97.7)",A,era5,200.2,-6.0,22.07,1965-05-11
"(30.2, -97.7)",A,era5,200.2,-6.0,23.31,1965-05-12
"(30.2, -97.7)",A,era5,200.2,-6.0,22.96,1965-05-13
"(30.2, -97.7)",A,era5,200.2,-6.0,22.64,1965-05-14
"(30.2, -97.7)",A,era5,200.2,-6.0,24.6,1965-05-15
"(30.2, -97.7)",A,era5,200.2,-6.0,23.82,1965-05-16
"(30.2, -97.7)",A,era5,200.2,-6.0,21.43,1965-05-17
"(30.2, -97.7)",A,era5,200.2,-6.0,21.95,1965-05-18
"(30.2, -97.7)",A,era5,200.2,-6.0,20.34,1965-05-19
"(30.2, -97.7)",A,era5,200.2,-6.0,21.72,1965-05-20
"(30.2, -97.7)",A,era5,200.2,-6.0,23.09,1965-05-21
"(30.2, -97.7)",A,era5,200.2,-6.0,23.9,1965-05-22
"(30.2, -97.7)",A,era5,200.2,-6.0,24.6,1965-05-23
"(30.2, -97.7)",A,era5,200.2,-6.0,25.03,1965-05-24
"(30.2, -97.7)",A,era5,200.2,-6.0,25.44,1965-05-25
"(30.2, -97.7)",A,era5,200.2,-6.0,26.35,1965-05-26
"(30.2, -97.7)",A,era5,200.2,-6.0,27.15,1965-05-27
"(30.2, -97.7)",A,era5,200.2,-6.0,25.76,1965-05-28
"(30.2, -97.7)",A,era5,200.2,-6.0,21.7,1965-05-29
"(30.2, -97.7)",A,era5,200.2,-6.0,23.05,1965-05-30
"(30.2, -97.7)",A,era5,200.2,-6.0,24.16,1965-05-31
"(30.2, -97.7)",A,era5,200.2,-6.0,25.59,1965-06-01
"(30.2, -97.7)",A,era5,200.2,-6.0,25.86,1965-06-02
"(30.2, -97.7)",A,era5,200.2,-6.0,25.96,1965-06-03
"(30.2, -97.7)",A,era5,200.2,-6.0,25.86,1965-06-04
"(30.2, -97.7)",A,era5,200.2,-6.0,24.72,1965-06-05
"(30.2, -97.7)",A,era5,200.2,-6.0,21.91,1965-06-06
"(30.2, -97.7)",A,era5,200.2,-6.0,23.95,1965-06-07
"(30.2, -97.7)",A,era5,200.2,-6.0,26.08,1965-06-08
"(30.2, -97.7)",A,era5,200.2,-6.0,26.25,1965-06-09
"(30.2, -97.7)",A,era5,200.2,-6.0,25.81,1965-06-10
"(30.2, -97.7)",A,era5,200.2,-6.0,25.08,1965-06-11
"(30.2, -97.7)",A,era5,200.2,-6.0,25.43,1965-06-12
"(30.2, -97.7)",A,era5,200.2,-6.0,26.1,1965-06-13
"(30.2, -97.7)",A,era5,200.2,-6.0,26.73,1965-06-14
"(30.2, -97.7)",A,era5,200.2,-6.0,27.15,1965-06-15
"(30.2, -97.7)",A,era5,200.2,-6.0,26.51,1965-06-16
"(30.2, -97.7)",A,era5,200.2,-6.0,27.18,1965-06-17
"(30.2, -97.7)",A,era5,200.2,-6.0,25.52,1965-06-18
"(30.2, -97.7)",A,era5,200.2,-6.0,25.27,1965-06-19
"(30.2, -97.7)",A,era5,200.2,-6.0,26.11,1965-06-20
"(30.2, -97.7)",A,era5,200.2,-6.0,26.58,1965-06-21
"(30.2, -97.7)",A,era5,200.2,-6.0,26.39,1965-06-22
"(30.2, -97.7)",A,era5,200.2,-6.0,27.2,1965-06-23
"(30.2, -97.7)",A,era5,200.2,-6.0,27.37,1965-06-24
"(30.2, -97.7)",A,era5,200.2,-6.0,27.24,1965-06-25
"(30.2, -97.7)",A,era5,200.2,-6.0,27.99,1965-06-26
"(30.2, -97.7)",A,era5,200.2,-6.0,27.24,1965-06-27
"(30.2, -97.7)",A,era5,200.2,-6.0,27.25,1965-06-28
"(30.2, -97.7)",A,era5,200.2,-6.0,27.11,1965-06-29
"(30.2, -97.7)",A,era5,200.2,-6.0,27.2,1965-06-30
"(30.2, -97.7)",A,era5,200.2,-6.0,27.45,1965-07-01
"(30.2, -97.7)",A,era5,200.2,-6.0,27.53,1965-07-02
"(30.2, -97.7)",A,era5,200.2,-6.0,27.51,1965-07-03
"(30.2, -97.7)",A,era5,200.2,-6.0,27.1,1965-07-04
"(30.2, -97.7)",A,era5,200.2,-6.0,27.77,1965-07-05
"(30.2, -97.7)",A,era5,200.2,-6.0,28.5,1965-07-06
"(30.2, -97.7)",A,era5,200.2,-6.0,28.91,1965-07-07
"(30.2, -97.7)",A,era5,200.2,-6.0,29.2,1965-07-08
"(30.2, -97.7)",A,era5,200.2,-6.0,29.06,1965-07-09
"(30.2, -97.7)",A,era5,200.2,-6.0,28.84,1965-07-10
"(30.2, -97.7)",A,era5,200.2,-6.0,29.08,1965-07-11
"(30.2, -97.7)",A,era5,200.2,-6.0,29.25,1965-07-12
"(30.2, -97.7)",A,era5,200.2,-6.0,29.6,1965-07-13
"(30.2, -97.7)",A,era5,200.2,-6.0,29.55,1965-07-14
"(30.2, -97.7)",A,era5,200.2,-6.0,27.68,1965-07-15
"(30.2, -97.7)",A,era5,200.2,-6.0,26.64,1965-07-16
"(30.2, -97.7)",A,era5,200.2,-6.0,28.66,1965-07-17
"(30.2, -97.7)",A,era5,200.2,-6.0,29.56,1965-07-18
"(30.2, -97.7)",A,era5,200.2,-6.0,29.37,1965-07-19
"(30.2, -97.7)",A,era5,200.2,-6.0,28.51,1965-07-20
"(30.2, -97.7)",A,era5,200.2,-6.0,28.67,1965-07-21
"(30.2, -97.7)",A,era5,200.2,-6.0,29.24,1965-07-22
"(30.2, -97.7)",A,era5,200.2,-6.0,30.35,1965-07-23
"(30.2, -97.7)",A,era5,200.2,-6.0,29.76,1965-07-24
"(30.2, -97.7)",A,era5,200.2,-6.0,29.63,1965-07-25
"(30.2, -97.7)",A,era5,200.2,-6.0,28.49,1965-07-26
"(30.2, -97.7)",A,era5,200.2,-6.0,29.62,1965-07-27
"(30.2, -97.7)",A,era5,200.2,-6.0,30.09,1965-07-28
"(30.2, -97.7)",A,era5,200.2,-6.0,29.55,1965-07-29
"(30.2, -97.7)",A,era5,200.2,-6.0,28.42,1965-07-30
"(30.2, -97.7)",A,era5,200.2,-6.0,28.05,1965-07-31
"(30.2, -97.7)",A,era5,200.2,-6.0,28.16,1965-08-01
"(30.2, -97.7)",A,era5,200.2,-6.0,27.39,1965-08-02
"(30.2, -97.7)",A,era5,200.2,-6.0,27.55,1965-08-03
"(30.2, -97.7)",A,era5,200.2,-6.0,27.52,1965-08-04
"(30.2, -97.7)",A,era5,200.2,-6.0,27.41,1965-08-05
"(30.2, -97.7)",A,era5,200.2,-6.0,27.09,1965-08-06
"(30.2, -97.7)",A,era5,200.2,-6.0,27.76,1965-08-07
"(30.2, -97.7)",A,era5,200.2,-6.0,28.77,1965-08-08
"(30.2, -97.7)",A,era5,200.2,-6.0,29.49,1965-08-09
"(30.2, -97.7)",A,era5,200.2,-6.0,27.7,1965-08-10
"(30.2, -97.7)",A,era5,200.2,-6.0,27.04,1965-08-11
