"coordinates (lat,lon)",location_id (id),model (name),model elevation (surface),utc_offset (hrs),temperature (degC),datetime
"(30.2, -97.7)",A,era5,200.2,-6.0,29.86,1969-07-20
"(30.2, -97.7)",A,era5,200.2,-6.0,29.62,1969-07-21
"(30.2, -97.7)",A,era5,200.2,-6.0,29.35,1969-07-22
"(30.2, -97.7)",A,era5,200.2,-6.0,30.1,1969-07-23
"(30.2, -97.7)",A,era5,200.2,-6.0,30.91,1969-07-24
"(30.2, -97.7)",A,era5,200.2,-6.0,31.31,1969-07-25
"(30.2, -97.7)",A,era5,200.2,-6.0,30.38,1969-07-26
"(30.2, -97.7)",A,era5,200.2,-6.0,29.85,1969-07-27
"(30.2, -97.7)",A,era5,200.2,-6.0,29.89,1969-07-28
"(30.2, -97.7)",A,era5,200.2,-6.0,31.27,1969-07-29
"(30.2, -97.7)",A,era5,200.2,-6.0,30.36,1969-07-30
"(30.2, -97.7)",A,era5,200.2,-6.0,30.51,1969-07-31
"(30.2, -97.7)",A,era5,200.2,-6.0,30.44,1969-08-01
"(30.2, -97.7)",A,era5,200.2,-6.0,30.05,1969-08-02
"(30.2, -97.7)",A,era5,200.2,-6.0,30.75,1969-08-03
"(30.2, -97.7)",A,era5,200.2,-6.0,31.19,1969-08-04
"(30.2, -97.7)",A,era5,200.2,-6.0,29.0,1969-08-05
"(30.2, -97.7)",A,era5,200.2,-6.0,29.1,1969-08-06
"(30.2, -97.7)",A,era5,200.2,-6.0,30.2,1969-08-07
"(30.2, -97.7)",A,era5,200.2,-6.0,30.12,1969-08-08
"(30.2, -97.7)",A,era5,200.2,-6.0,30.28,1969-08-09
"(30.2, -97.7)",A,era5,200.2,-6.0,31.77,1969-08-10
"(30.2, -97.7)",A,era5,200.2,-6.0,32.83,1969-08-11
"(30.2, -97.7)",A,era5,200.2,-6.0,32.97,1969-08-12
"(30.2, -97.7)",A,era5,200.2,-6.0,32.97,1969-08-13
"(30.2, -97.7)",A,era5,200.2,-6.0,32.65,1969-08-14
"(30.2, -97.7)",A,era5,200.2,-6.0,29.57,1969-08-15
"(30.2, -97.7)",A,era5,200.2,-6.0,29.66,1969-08-16
"(30.2, -97.7)",A,era5,200.2,-6.0,31.1,1969-08-17
"(30.2, -97.7)",A,era5,200.2,-6.0,30.97,1969-08-18
"(30.2, -97.7)",A,era5,200.2,-6.0,30.56,1969-08-19
"(30.2, -97.7)",A,era5,200.2,-6.0,29.92,1969-08-20
"(30.2, -97.7)",A,era5,200.2,-6.0,29.12,1969-08-21
"(30.2, -97.7)",A,era5,200.2,-6.0,30.79,1969-08-22
"(30.2, -97.7)",A,era5,200.2,-6.0,29.54,1969-08-23
"(30.2, -97.7)",A,era5,200.2,-6.0,27.29,1969-08-24
"(30.2, -97.7)",A,era5,200.2,-6.0,25.62,1969-08-25
"(30.2, -97.7)",A,era5,200.2,-6.0,25.98,1969-08-26
"(30.2, -97.7)",A,era5,200.2,-6.0,24.56,1969-08-27
"(30.2, -97.7)",A,era5,200.2,-6.0,24.77,1969-08-28
"(30.2, -97.7)",A,era5,200.2,-6.0,25.64,1969-08-29
"(30.2, -97.7)",A,era5,200.2,-6.0,25.72,1969-08-30
"(30.2, -97.7)",A,era5,200.2,-6.0,25.63,1969-08-31
"(30.2, -97.7)",A,era5,200.2,-6.0,26.12,1969-09-01
"(30.2, -97.7)",A,era5,200.2,-6.0,27.39,1969-09-02
"(30.2, -97.7)",A,era5,200.2,-6.0,26.41,1969-09-03
"(30.2, -97.7)",A,era5,200.2,-6.0,25.59,1969-09-04
"(30.2, -97.7)",A,era5,200.2,-6.0,26.66,1969-09-05
"(30.2, -97.7)",A,era5,200.2,-6.0,26.73,1969-09-06
"(30.2, -97.7)",A,era5,200.2,-6.0,27.07,1969-09-07
"(30.2, -97.7)",A,era5,200.2,-6.0,27.42,1969-09-08
"(30.2, -97.7)",A,era5,200.2,-6.0,27.22,1969-09-09
"(30.2, -97.7)",A,era5,200.2,-6.0,26.13,1969-09-10
"(30.2, -97.7)",A,era5,200.2,-6.0,22.96,1969-09-11
"(30.2, -97.7)",A,era5,200.2,-6.0,21.43,1969-09-12
"(30.2, -97.7)",A,era5,200.2,-6.0,22.23,1969-09-13
"(30.2, -97.7)",A,era5,200.2,-6.0,25.6,1969-09-14
"(30.2, -97.7)",A,era5,200.2,-6.0,27.05,1969-09-15
"(30.2, -97.7)",A,era5,200.2,-6.0,27.97,1969-09-16
"(30.2, -97.7)",A,era5,200.2,-6.0,26.23,1969-09-17
"(30.2, -97.7)",A,era5,200.2,-6.0,25.63,1969-09-18
"(30.2, -97.7)",A,era5,200.2,-6.0,25.5,1969-09-19
"(30.2, -97.7)",A,era5,200.2,-6.0,25.53,1969-09-20
"(30.2, -97.7)",A,era5,200.2,-6.0,25.49,1969-09-21
"(30.2, -97.7)",A,era5,200.2,-6.0,26.03,1969-09-22
"(30.2, -97.7)",A,era5,200.2,-6.0,24.66,1969-09-23
"(30.2, -97.7)",A,era5,200.2,-6.0,23.56,1969-09-24
"(30.2, -97.7)",A,era5,200.2,-6.0,24.46,1969-09-25
"(30.2, -97.7)",A,era5,200.2,-6.0,25.78,1969-09-26
"(30.2, -97.7)",A,era5,200.2,-6.0,25.13,1969-09-27
"(30.2, -97.7)",A,era5,200.2,-6.0,25.01,1969-09-28
"(30.2, -97.7)",A,era5,200.2,-6.0,25.24,1969-09-29
"(30.2, -97.7)",A,era5,200.2,-6.0,24.59,1969-09-30
"(30.2, -97.7)",A,era5,200.2,-6.0,23.8,1969-10-01
"(30.2, -97.7)",A,era5,200.2,-6.0,25.01,1969-10-02
"(30.2, -97.7)",A,era5,200.2,-6.0,25.88,1969-10-03
"(30.2, -97.7)",A,era5,200.2,-6.0,25.82,1969-10-04
"(30.2, -97.7)",A,era5,200.2,-6.0,23.93,1969-10-05
"(30.2, -97.7)",A,era5,200.2,-6.0,23.44,1969-10-06
"(30.2, -97.7)",A,era5,200.2,-6.0,20.29,1969-10-07
"(30.2, -97.7)",A,era5,200.2,-6.0,20.47,1969-10-08
"(30.2, -97.7)",A,era5,200.2,-6.0,22.18,1969-10-09
"(30.2, -97.7)",A,era5,200.2,-6.0,25.89,1969-10-10
"(30.2, -97.7)",A,era5,200.2,-6.0,27.47,1969-10-11
"(30.2, -97.7)",A,era5,200.2,-6.0,25.68,1969-10-12
"(30.2, -97.7)",A,era5,200.2,-6.0,13.83,1969-10-13
"(30.2, -97.7)",A,era5,200.2,-6.0,12.48,1969-10-14
"(30.2, -97.7)",A,era5,200.2,-6.0,14.68,1969-10-15
"(30.2, -97.7)",A,era5,200.2,-6.0,17.99,1969-10-16
"(30.2, -97.7)",A,era5,200.2,-6.0,16.9,1969-10-17
"(30.2, -97.7)",A,era5,200.2,-6.0,20.61,1969-10-18
"(30.2, -97.7)",A,era5,200.2,-6.0,22.39,1969-10-19
"(30.2, -97.7)",A,era5,200.2,-6.0,23.63,1969-10-20
"(30.2, -97.7)",A,era5,200.2,-6.0,24.34,1969-10-21
"(30.2, -97.7)",A,era5,200.2,-6.0,21.63,1969-10-22
"(30.2, -97.7)",A,era5,200.2,-6.0,18.49,1969-10-23
"(30.2, -97.7)",A,era5,200.2,-6.0,16.47,1969-10-24
"(30.2, -97.7)",A,era5,200.2,-6.0,17.72,1969-10-25
"(30.2, -97.7)",A,era5,200.2,-6.0,20.15,1969-10-26
"(30.2, -97.7)",A,era5,200.2,-6.0,18.73,1969-10-27
"(30.2, -97.7)",A,era5,200.2,-6.0,10.49,1969-10-28
"(30.2, -97.7)",A,era5,200.2,-6.0,12.75,1969-10-29
"(30.2, -97.7)",A,era5,200.2,-6.0,17.42,1969-10-30
"(30.2, -97.7)",A,era5,200.2,-6.0,13.5,1969-10-31
"(30.2, -97.7)",A,era5,200.2,-6.0,12.29,1969-11-01
"(30.2, -97.7)",A,era5,200.2,-6.0,10.98,1969-11-02
"(30.2, -97.7)",A,era5,200.2,-6.0,9.29,1969-11-03
"(30.2, -97.7)",A,era5,200.2,-6.0,11.61,1969-11-04
"(30.2, -97.7)",A,era5,200.2,-6.0,12.15,1969-11-05
"(30.2, -97.7)",A,era5,200.2,-6.0,17.19,1969-11-06
"(30.2, -97.7)",A,era5,200.2,-6.0,20.5,1969-11-07
"(30.2, -97.7)",A,era5,200.2,-6.0,18.78,1969-11-08
"(30.2, -97.7)",A,era5,200.2,-6.0,19.71,1969-11-09
"(30.2, -97.7)",A,era5,200.2,-6.0,19.93,1969-11-10
"(30.2, -97.7)",A,era5,200.2,-6.0,21.19,1969-11-11
"(30.2, -97.7)",A,era5,200.2,-6.0,20.94,1969-11-12
"(30.2, -97.7)",A,era5,200.2,-6.0,19.7,1969-11-13
"(30.2, -97.7)",A,era5,200.2,-6.0,11.89,1969-11-14
"(30.2, -97.7)",A,era5,200.2,-6.0,6.82,1969-11-15
"(30.2, -97.7)",A,era5,200.2,-6.0,13.47,1969-11-16
"(30.2, -97.7)",A,era5,200.2,-6.0,20.85,1969-11-17
"(30.2, -97.7)",A,era5,200.2,-6.0,16.46,1969-11-18
"(30.2, -97.7)",A,era5,200.2,-6.0,6.75,1969-11-19
"(30.2, -97.7)",A,era5,200.2,-6.0,5.42,1969-11-20
"(30.2, -97.7)",A,era5,200.2,-6.0,8.18,1969-11-21
"(30.2, -97.7)",A,era5,200.2,-6.0,12.15,1969-11-22
"(30.2, -97.7)",A,era5,200.2,-6.0,16.33,1969-11-23
"(30.2, -97.7)",A,era5,200.2,-6.0,13.69,1969-11-24
"(30.2, -97.7)",A,era5,200.2,-6.0,13.35,1969-11-25
"(30.2, -97.7)",A,era5,200.2,-6.0,14.96,1969-11-26
"(30.2, -97.7)",A,era5,200.2,-6.0,13.43,1969-11-27
"(30.2, -97.7)",A,era5,200.2,-6.0,6.61,1969-11-28
"(30.2, -97.7)",A,era5,200.2,-6.0,7.75,1969-11-29
"(30.2, -97.7)",A,era5,200.2,-6.0,8.23,1969-11-30
"(30.2, -97.7)",A,era5,200.2,-6.0,11.89,1969-12-01
"(30.2, -97.7)",A,era5,200.2,-6.0,13.01,1969-12-02
"(30.2, -97.7)",A,era5,200.2,-6.0,12.13,1969-12-03
"(30.2, -97.7)",A,era5,200.2,-6.0,12.32,1969-12-04
"(30.2, -97.7)",A,era5,200.2,-6.0,13.2,1969-12-05
"(30.2, -97.7)",A,era5,200.2,-6.0,11.16,1969-12-06
"(30.2, -97.7)",A,era5,200.2,-6.0,6.63,1969-12-07
"(30.2, -97.7)",A,era5,200.2,-6.0,5.79,1969-12-08
"(30.2, -97.7)",A,era5,200.2,-6.0,10.41,1969-12-09
"(30.2, -97.7)",A,era5,200.2,-6.0,10.81,1969-12-10
"(30.2, -97.7)",A,era5,200.2,-6.0,10.52,1969-12-11
"(30.2, -97.7)",A,era5,200.2,-6.0,9.58,1969-12-12
"(30.2, -97.7)",A,era5,200.2,-6.0,13.89,1969-12-13
"(30.2, -97.7)",A,era5,200.2,-6.0,14.65,1969-12-14
"(30.2, -97.7)",A,era5,200.2,-6.0,13.83,1969-12-15
"(30.2, -97.7)",A,era5,200.2,-6.0,14.54,1969-12-16
"(30.2, -97.7)",A,era5,200.2,-6.0,15.47,1969-12-17
"(30.2, -97.7)",A,era5,200.2,-6.0,17.1,1969-12-18
"(30.2, -97.7)",A,era5,200.2,-6.0,16.8,1969-12-19
"(30.2, -97.7)",A,era5,200.2,-6.0,13.74,1969-12-20
"(30.2, -97.7)",A,era5,200.2,-6.0,15.17,1969-12-21
"(30.2, -97.7)",A,era5,200.2,-6.0,11.7,1969-12-22
"(30.2, -97.7)",A,era5,200.2,-6.0,14.27,1969-12-23
"(30.2, -97.7)",A,era5,200.2,-6.0,12.13,1969-12-24
"(30.2, -97.7)",A,era5,200.2,-6.0,13.51,1969-12-25
"(30.2, -97.7)",A,era5,200.2,-6.0,8.41,1969-12-26
"(30.2, -97.7)",A,era5,200.2,-6.0,15.94,1969-12-27
"(30.2, -97.7)",A,era5,200.2,-6.0,17.22,1969-12-28
"(30.2, -97.7)",A,era5,200.2,-6.0,5.2,1969-12-29
"(30.2, -97.7)",A,era5,200.2,-6.0,2.12,1969-12-30
"(30.2, -97.7)",A,era5,200.2,-6.0,2.6,1969-12-31
"(40.78, -74.0)",NY,era5,27.7,-5.0,-0.07,1965-01-01
"(40.78, -74.0)",NY,era5,27.7,-5.0,-2.26,1965-01-02
"(40.78, -74.0)",NY,era5,27.7,-5.0,-2.11,1965-01-03
"(40.78, -74.0)",NY,era5,27.7,-5.0,-1.03,1965-01-04
"(40.78, -74.0)",NY,era5,27.7,-5.0,-1.01,1965-01-05
"(40.78, -74.0)",NY,era5,27.7,-5.0,2.13,1965-01-06
"(40.78, -74.0)",NY,era5,27.7,-5.0,-2.21,1965-01-07
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.78,1965-01-08
"(40.78, -74.0)",NY,era5,27.7,-5.0,6.44,1965-01-09
"(40.78, -74.0)",NY,era5,27.7,-5.0,0.39,1965-01-10
"(40.78, -74.0)",NY,era5,27.7,-5.0,-3.3,1965-01-11
"(40.78, -74.0)",NY,era5,27.7,-5.0,-3.44,1965-01-12
"(40.78, -74.0)",NY,era5,27.7,-5.0,-1.61,1965-01-13
"(40.78, -74.0)",NY,era5,27.7,-5.0,-2.15,1965-01-14
"(40.78, -74.0)",NY,era5,27.7,-5.0,-13.26,1965-01-15
"(40.78, -74.0)",NY,era5,27.7,-5.0,-11.21,1965-01-16
"(40.78, -74.0)",NY,era5,27.7,-5.0,-12.62,1965-01-17
"(40.78, -74.0)",NY,era5,27.7,-5.0,-11.63,1965-01-18
"(40.78, -74.0)",NY,era5,27.7,-5.0,-8.92,1965-01-19
"(40.78, -74.0)",NY,era5,27.7,-5.0,-4.17,1965-01-20
"(40.78, -74.0)",NY,era5,27.7,-5.0,-2.87,1965-01-21
"(40.78, -74.0)",NY,era5,27.7,-5.0,-0.54,1965-01-22
"(40.78, -74.0)",NY,era5,27.7,-5.0,-0.32,1965-01-23
"(40.78, -74.0)",NY,era5,27.7,-5.0,-2.68,1965-01-24
"(40.78, -74.0)",NY,era5,27.7,-5.0,0.48,1965-01-25
"(40.78, -74.0)",NY,era5,27.7,-5.0,-1.23,1965-01-26
"(40.78, -74.0)",NY,era5,27.7,-5.0,2.99,1965-01-27
"(40.78, -74.0)",NY,era5,27.7,-5.0,-3.72,1965-01-28
"(40.78, -74.0)",NY,era5,27.7,-5.0,-6.61,1965-01-29
"(40.78, -74.0)",NY,era5,27.7,-5.0,-12.21,1965-01-30
"(40.78, -74.0)",NY,era5,27.7,-5.0,-10.68,1965-01-31
"(40.78, -74.0)",NY,era5,27.7,-5.0,-7.58,1965-02-01
"(40.78, -74.0)",NY,era5,27.7,-5.0,-3.07,1965-02-02
"(40.78, -74.0)",NY,era5,27.7,-5.0,-9.1,1965-02-03
"(40.78, -74.0)",NY,era5,27.7,-5.0,-11.32,1965-02-04
"(40.78, -74.0)",NY,era5,27.7,-5.0,-11.73,1965-02-05
"(40.78, -74.0)",NY,era5,27.7,-5.0,0.1,1965-02-06
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.73,1965-02-07
"(40.78, -74.0)",NY,era5,27.7,-5.0,7.22,1965-02-08
"(40.78, -74.0)",NY,era5,27.7,-5.0,5.34,1965-02-09
"(40.78, -74.0)",NY,era5,27.7,-5.0,1.61,1965-02-10
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.84,1965-02-11
"(40.78, -74.0)",NY,era5,27.7,-5.0,4.68,1965-02-12
"(40.78, -74.0)",NY,era5,27.7,-5.0,4.7,1965-02-13
"(40.78, -74.0)",NY,era5,27.7,-5.0,-3.04,1965-02-14
"(40.78, -74.0)",NY,era5,27.7,-5.0,-3.25,1965-02-15
"(40.78, -74.0)",NY,era5,27.7,-5.0,0.05,1965-02-16
"(40.78, -74.0)",NY,era5,27.7,-5.0,1.1,1965-02-17
"(40.78, -74.0)",NY,era5,27.7,-5.0,2.47,1965-02-18
"(40.78, -74.0)",NY,era5,27.7,-5.0,-2.61,1965-02-19
"(40.78, -74.0)",NY,era5,27.7,-5.0,-9.05,1965-02-20
"(40.78, -74.0)",NY,era5,27.7,-5.0,-0.43,1965-02-21
"(40.78, -74.0)",NY,era5,27.7,-5.0,-2.12,1965-02-22
"(40.78, -74.0)",NY,era5,27.7,-5.0,-7.58,1965-02-23
"(40.78, -74.0)",NY,era5,27.7,-5.0,-3.96,1965-02-24
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.7,1965-02-25
"(40.78, -74.0)",NY,era5,27.7,-5.0,-0.71,1965-02-26
"(40.78, -74.0)",NY,era5,27.7,-5.0,-3.03,1965-02-27
"(40.78, -74.0)",NY,era5,27.7,-5.0,1.16,1965-02-28
"(40.78, -74.0)",NY,era5,27.7,-5.0,1.01,1965-03-01
"(40.78, -74.0)",NY,era5,27.7,-5.0,2.15,1965-03-02
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.4,1965-03-03
"(40.78, -74.0)",NY,era5,27.7,-5.0,4.48,1965-03-04
"(40.78, -74.0)",NY,era5,27.7,-5.0,4.1,1965-03-05
"(40.78, -74.0)",NY,era5,27.7,-5.0,2.41,1965-03-06
"(40.78, -74.0)",NY,era5,27.7,-5.0,5.13,1965-03-07
"(40.78, -74.0)",NY,era5,27.7,-5.0,5.42,1965-03-08
"(40.78, -74.0)",NY,era5,27.7,-5.0,5.56,1965-03-09
"(40.78, -74.0)",NY,era5,27.7,-5.0,4.36,1965-03-10
"(40.78, -74.0)",NY,era5,27.7,-5.0,1.15,1965-03-11
"(40.78, -74.0)",NY,era5,27.7,-5.0,-0.4,1965-03-12
"(40.78, -74.0)",NY,era5,27.7,-5.0,0.73,1965-03-13
"(40.78, -74.0)",NY,era5,27.7,-5.0,2.46,1965-03-14
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.33,1965-03-15
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.17,1965-03-16
"(40.78, -74.0)",NY,era5,27.7,-5.0,2.79,1965-03-17
"(40.78, -74.0)",NY,era5,27.7,-5.0,1.8,1965-03-18
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.98,1965-03-19
"(40.78, -74.0)",NY,era5,27.7,-5.0,-0.61,1965-03-20
"(40.78, -74.0)",NY,era5,27.7,-5.0,-4.77,1965-03-21
"(40.78, -74.0)",NY,era5,27.7,-5.0,-2.42,1965-03-22
"(40.78, -74.0)",NY,era5,27.7,-5.0,5.55,1965-03-23
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.26,1965-03-24
"(40.78, -74.0)",NY,era5,27.7,-5.0,2.67,1965-03-25
"(40.78, -74.0)",NY,era5,27.7,-5.0,2.83,1965-03-26
"(40.78, -74.0)",NY,era5,27.7,-5.0,4.36,1965-03-27
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.87,1965-03-28
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.12,1965-03-29
"(40.78, -74.0)",NY,era5,27.7,-5.0,1.84,1965-03-30
"(40.78, -74.0)",NY,era5,27.7,-5.0,0.71,1965-03-31
"(40.78, -74.0)",NY,era5,27.7,-5.0,2.36,1965-04-01
"(40.78, -74.0)",NY,era5,27.7,-5.0,3.47,1965-04-02
"(40.78, -74.0)",NY,era5,27.7,-5.0,4.18,1965-04-03
"(40.78, -74.0)",NY,era5,27.7,-5.0,5.64,1965-04-04
"(40.78, -74.0)",NY,era5,27.7,-5.0,7.57,1965-04-05
"(40.78, -74.0)",NY,era5,27.7,-5.0,9.38,1965-04-06
"(40.78, -74.0)",NY,era5,27.7,-5.0,5.22,1965-04-07
"(40.78, -74.0)",NY,era5,27.7,-5.0,7.11,1965-04-08
"(40.78, -74.0)",NY,era5,27.7,-5.0,7.84,1965-04-09
"(40.78, -74.0)",NY,era5,27.7,-5.0,9.6,1965-04-10
"(40.78, -74.0)",NY,era5,27.7,-5.0,9.15,1965-04-11
"(40.78, -74.0)",NY,era5,27.7,-5.0,11.21,1965-04-12
"(40.78, -74.0)",NY,era5,27.7,-5.0,9.71,1965-04-13
"(40.78, -74.0)",NY,era5,27.7,-5.0,8.98,1965-04-14
"(40.78, -74.0)",NY,era5,27.7,-5.0,9.57,1965-04-15
"(40.78, -74.0)",NY,era5,27.7,-5.0,11.13,1965-04-16
"(40.78, -74.0)",NY,era5,27.7,-5.0,8.53,1965-04-17
"(40.78, -74.0)",NY,era5,27.7,-5.0,7.38,1965-04-18
"(40.78, -74.0)",NY,era5,27.7,-5.0,5.15,1965-04-19
"(40.78, -74.0)",NY,era5,27.7,-5.0,6.47,1965-04-20
"(40.78, -74.0)",NY,era5,27.7,-5.0,9.31,1965-04-21
"(40.78, -74.0)",NY,era5,27.7,-5.0,13.15,1965-04-22
"(40.78, -74.0)",NY,era5,27.7,-5.0,9.9,1965-04-23
"(40.78, -74.0)",NY,era5,27.7,-5.0,6.9,1965-04-24
"(40.78, -74.0)",NY,era5,27.7,-5.0,7.13,1965-04-25
"(40.78, -74.0)",NY,era5,27.7,-5.0,7.37,1965-04-26
"(40.78, -74.0)",NY,era5,27.7,-5.0,10.82,1965-04-27
"(40.78, -74.0)",NY,era5,27.7,-5.0,11.16,1965-04-28
"(40.78, -74.0)",NY,era5,27.7,-5.0,13.08,1965-04-29
"(40.78, -74.0)",NY,era5,27.7,-5.0,15.66,1965-04-30
"(40.78, -74.0)",NY,era5,27.7,-5.0,16.21,1965-05-01
"(40.78, -74.0)",NY,era5,27.7,-5.0,15.45,1965-05-02
"(40.78, -74.0)",NY,era5,27.7,-5.0,16.57,1965-05-03
"(40.78, -74.0)",NY,era5,27.7,-5.0,20.26,1965-05-04
"(40.78, -74.0)",NY,era5,27.7,-5.0,15.09,1965-05-05
"(40.78, -74.0)",NY,era5,27.7,-5.0,14.96,1965-05-06
"(40.78, -74.0)",NY,era5,27.7,-5.0,10.35,1965-05-07
"(40.78, -74.0)",NY,era5,27.7,-5.0,9.84,1965-05-08
"(40.78, -74.0)",NY,era5,27.7,-5.0,15.83,1965-05-09
"(40.78, -74.0)",NY,era5,27.7,-5.0,21.13,1965-05-10
"(40.78, -74.0)",NY,era5,27.7,-5.0,22.82,1965-05-11
"(40.78, -74.0)",NY,era5,27.7,-5.0,18.82,1965-05-12
"(40.78, -74.0)",NY,era5,27.7,-5.0,18.74,1965-05-13
"(40.78, -74.0)",NY,era5,27.7,-5.0,15.22,1965-05-14
"(40.78, -74.0)",NY,era5,27.7,-5.0,16.99,1965-05-15
"(40.78, -74.0)",NY,era5,27.7,-5.0,20.4,1965-05-16
"(40.78, -74.0)",NY,era5,27.7,-5.0,21.28,1965-05-17
"(40.78, -74.0)",NY,era5,27.7,-5.0,18.17,1965-05-18
"(40.78, -74.0)",NY,era5,27.7,-5.0,17.15,1965-05-19
"(40.78, -74.0)",NY,era5,27.7,-5.0,17.7,1965-05-20
"(40.78, -74.0)",NY,era5,27.7,-5.0,17.44,1965-05-21
"(40.78, -74.0)",NY,era5,27.7,-5.0,16.56,1965-05-22
"(40.78, -74.0)",NY,era5,27.7,-5.0,21.38,1965-05-23
"(40.78, -74.0)",NY,era5,27.7,-5.0,16.61,1965-05-24
"(40.78, -74.0)",NY,era5,27.7,-5.0,17.71,1965-05-25
"(40.78, -74.0)",NY,era5,27.7,-5.0,24.31,1965-05-26
"(40.78, -74.0)",NY,era5,27.7,-5.0,25.42,1965-05-27
"(40.78, -74.0)",NY,era5,27.7,-5.0,24.35,1965-05-28
"(40.78, -74.0)",NY,era5,27.7,-5.0,17.98,1965-05-29
"(40.78, -74.0)",NY,era5,27.7,-5.0,15.0,1965-05-30
"(40.78, -74.0)",NY,era5,27.7,-5.0,16.55,1965-05-31
"(40.78, -74.0)",NY,era5,27.7,-5.0,19.25,1965-06-01
"(40.78, -74.0)",NY,era5,27.7,-5.0,19.6,1965-06-02
"(40.78, -74.0)",NY,era5,27.7,-5.0,16.67,1965-06-03
"(40.78, -74.0)",NY,era5,27.7,-5.0,16.08,1965-06-04
"(40.78, -74.0)",NY,era5,27.7,-5.0,19.68,1965-06-05
"(40.78, -74.0)",NY,era5,27.7,-5.0,20.5,1965-06-06
"(40.78, -74.0)",NY,era5,27.7,-5.0,23.56,1965-06-07
"(40.78, -74.0)",NY,era5,27.7,-5.0,25.3,1965-06-08
"(40.78, -74.0)",NY,era5,27.7,-5.0,24.49,1965-06-09
"(40.78, -74.0)",NY,era5,27.7,-5.0,24.89,1965-06-10
"(40.78, -74.0)",NY,era5,27.7,-5.0,22.35,1965-06-11
"(40.78, -74.0)",NY,era5,27.7,-5.0,22.28,1965-06-12
"(40.78, -74.0)",NY,era5,27.7,-5.0,19.81,1965-06-13
"(40.78, -74.0)",NY,era5,27.7,-5.0,15.86,1965-06-14
"(40.78, -74.0)",NY,era5,27.7,-5.0,14.91,1965-06-15
"(40.78, -74.0)",NY,era5,27.7,-5.0,14.17,1965-06-16
"(40.78, -74.0)",NY,era5,27.7,-5.0,16.03,1965-06-17
"(40.78, -74.0)",NY,era5,27.7,-5.0,17.27,1965-06-18
"(40.78, -74.0)",NY,era5,27.7,-5.0,18.22,1965-06-19
"(40.78, -74.0)",NY,era5,27.7,-5.0,21.54,1965-06-20
"(40.78, -74.0)",NY,era5,27.7,-5.0,24.48,1965-06-21
"(40.78, -74.0)",NY,era5,27.7,-5.0,25.32,1965-06-22
"(40.78, -74.0)",NY,era5,27.7,-5.0,26.66,1965-06-23
"(40.78, -74.0)",NY,era5,27.7,-5.0,24.44,1965-06-24
"(40.78, -74.0)",NY,era5,27.7,-5.0,20.67,1965-06-25
"(40.78, -74.0)",NY,era5,27.7,-5.0,20.32,1965-06-26
"(40.78, -74.0)",NY,era5,27.7,-5.0,20.22,1965-06-27
"(40.78, -74.0)",NY,era5,27.7,-5.0,21.92,1965-06-28
"(40.78, -74.0)",NY,era5,27.7,-5.0,26.68,1965-06-29
"(40.78, -74.0)",NY,era5,27.7,-5.0,24.46,1965-06-30
"(40.78, -74.0)",NY,era5,27.7,-5.0,22.13,1965-07-01
"(40.78, -74.0)",NY,era5,27.7,-5.0,21.6,1965-07-02
"(40.78, -74.0)",NY,era5,27.7,-5.0,21.15,1965-07-03
"(40.78, -74.0)",NY,era5,27.7,-5.0,23.48,1965-07-04
"(40.78, -74.0)",NY,era5,27.7,-5.0,22.7,1965-07-05
"(40.78, -74.0)",NY,era5,27.7,-5.0,22.68,1965-07-06
"(40.78, -74.0)",NY,era5,27.7,-5.0,20.52,1965-07-07
"(40.78, -74.0)",NY,era5,27.7,-5.0,23.88,1965-07-08
"(40.78, -74.0)",NY,era5,27.7,-5.0,26.1,1965-07-09
"(40.78, -74.0)",NY,era5,27.7,-5.0,25.66,1965-07-10
"(40.78, -74.0)",NY,era5,27.7,-5.0,21.14,1965-07-11
"(40.78, -74.0)",NY,era5,27.7,-5.0,20.86,1965-07-12
"(40.78, -74.0)",NY,era5,27.7,-5.0,22.44,1965-07-13
"(40.78, -74.0)",NY,era5,27.7,-5.0,25.85,1965-07-14
"(40.78, -74.0)",NY,era5,27.7,-5.0,26.07,1965-07-15
"(40.78, -74.0)",NY,era5,27.7,-5.0,24.41,1965-07-16
"(40.78, -74.0)",NY,era5,27.7,-5.0,24.56,1965-07-17
"(40.78, -74.0)",NY,era5,27.7,-5.0,23.58,1965-07-18
"(40.78, -74.0)",NY,era5,27.7,-5.0,21.67,1965-07-19
"(40.78, -74.0)",NY,era5,27.7,-5.0,20.26,1965-07-20
"(40.78, -74.0)",NY,era5,27.7,-5.0,20.83,1965-07-21
"(40.78, -74.0)",NY,era5,27.7,-5.0,21.44,1965-07-22
"(40.78, -74.0)",NY,era5,27.7,-5.0,21.77,1965-07-23
"(40.78, -74.0)",NY,era5,27.7,-5.0,24.38,1965-07-24
